Sphyraena_quenie	KADMATH	Piscivore	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stethojulis_interrupta	KADMATH	Microinvertivore	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Stethojulis_strigiventer	KADMATH	Microinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
Stethojulis_trilineata	KADMATH	Microinvertivore	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Sufflamen_bursa	KADMATH	Macroinvertivore	0	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
Sufflamen_chrysopterus	KADMATH	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0
Sufflamen_fraenatus	KADMATH	Macroinvertivore	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Thalassoma_hardwickei	KADMATH	Microinvertivore	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Thalassoma_janseni	KADMATH	Microinvertivore	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1
Thalassoma_lunare	KADMATH	Microinvertivore	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0
Triaenodon_obesus	KADMATH	Piscivore	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variola_louti	KADMATH	Piscivore	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0
Zanclus_cornutus	KADMATH	Omnivore	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0
Zebrosoma_desjardinii	KADMATH	Algal_Feeder	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1
Zebrosoma_scopas	KADMATH	Algal_Feeder	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1
